"\S*akst(ur|ri)"	"meðAcc"
"\S*herbergi"	"meðAcc"
"barna?"	"meðAcc"
"barni(ð|nu)?"	"meðAcc"
"barns"	"meðAcc"
"\S*bifreið(ar)?"	"meðAcc"
"\S*bíl(ar?|num|um|unum)?"	"meðAcc"
"bíll(inn)?"	"meðAcc"
"brauð"	"meðAcc"
"börn(in|um)?"	"meðAcc"
"dýr"	"meðAcc"
"\S*hús(i|um)?"	"meðAcc"
"einstakling(ar?|i|inn|um|ur|urinn)?"	"meðAcc"
"eldhúskrókur"	"meðAcc"
"fagfólki?"	"meðAcc"
"fagmenn"	"meðAcc"
"fisk(ar|i|um|ur)?"	"meðAcc"
"fólk(i|ið|inu|s)?"	"meðAcc"
"fóstur"	"meðAcc"
"frumu(r|rnar|m)"	"meðAcc"
"fugli?"	"meðAcc"
"\S*fyrirtæk(i|ið|jum)"	"meðAcc"
"geymsla"	"meðAcc"
"göngu(ferð|túr)?"	"meðAcc"
"heildsal[ia]"	"meðAcc"
"\S*verslun"	"meðAcc"
"\S*menn(irnir)?"	"meðAcc"
"hest(a|i|inum|ur|urinn)?"	"meðAcc"
"hjón"	"meðAcc"
"hljóðfæri"	"meðAcc"
"hljómsveit"	"meðAcc"
"hund(ar?|i|um|ur)?"	"meðAcc"
"\S*móð(ir|ur)"	"meðAcc"
"\S*vín"	"meðAcc"
"\S*jurt(in|ir)?"	"meðAcc"
"kall(ar|arnir|inn)?"	"meðAcc"
"karl(a|ar|arnir)?"	"meðAcc"
"\S*planta"	"meðAcc"
"\S*plöntu[rm]"	"meðAcc"
"konan?"	"meðAcc"
"konu(m|nni|r|rnar)?"	"meðAcc"
"kvenna(nna)"	"meðAcc"
"kýr(nar)?"	"meðAcc"
"körlu(nu)?m"	"meðAcc"
"\S*lyf(ið|ja)?"	"meðAcc"
"\S*maður(inn)?"	"meðAcc"
"mamman?"	"meðAcc"
"\S*mann(i|inn|inum)?"	"meðAcc"
"manneskjan?"	"meðAcc"
"manneskjur?"	"meðAcc"
"\S*menn(irnir)"	"meðAcc"
"mömmu(na|rnar)?"	"meðAcc"
"nemand[ia]nn"	"meðAcc"
"nemend(a|um|ur|urnir)"	"meðAcc"
"pabb[ia]"	"meðAcc"
"pabb(arnir|inn|ann)"	"meðAcc"
"persóna"	"meðAcc"
"\S*sjúkling(ar?|i|um|arnir|ur|urinn)*"	"meðAcc"
"unglingar?"	"meðAcc"
"unglingum"	"meðAcc"
"ungmenn(i|um)"	"meðAcc"
"viðskipt(i|um)"	"meðAcc"
